filename,video_path,exist_bool
resized_cropped_23_09_1_01_02.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_23_09_1_01_02.mp4,False
resized_cropped_25_09_1_01_02.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_25_09_1_01_02.mp4,False
resized_cropped_28_09_1_01_02.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_28_09_1_01_02.mp4,False
resized_cropped_29_09_1_01_03.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_29_09_1_01_03.mp4,False
resized_cropped_30_09_1_01_02.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_30_09_1_01_02.mp4,False
resized_cropped_08_10_1_01_03.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_08_10_1_01_03.mp4,False
resized_cropped_09_10_1_01_02.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_09_10_1_01_02.mp4,False
resized_cropped_12_10_1_01_02.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_12_10_1_01_02.mp4,False
resized_cropped_19_10_1_01_03.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_19_10_1_01_03.mp4,False
resized_cropped_20_10_1_01_03.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_20_10_1_01_03.mp4,False
resized_cropped_02_12_1_01_02.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_02_12_1_01_02.mp4,False
resized_cropped_04_12_1_01_02.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_04_12_1_01_02.mp4,False
resized_cropped_14_12_1_01_02.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_14_12_1_01_02.mp4,False
resized_cropped_21_12_1_01_02.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_21_12_1_01_02.mp4,False
resized_cropped_22_12_1_01_03.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_22_12_1_01_03.mp4,False
resized_cropped_23_12_1_01_02.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_23_12_1_01_02.mp4,False
resized_cropped_25_12_1_01_02.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_25_12_1_01_02.mp4,False
resized_cropped_30_12_1_01_03.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_30_12_1_01_03.mp4,False
resized_cropped_02_11_1_01_02.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_02_11_1_01_02.mp4,False
resized_cropped_03_11_1_01_04.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_03_11_1_01_04.mp4,False
resized_cropped_04_11_1_01_02.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_04_11_1_01_02.mp4,False
resized_cropped_16_11_1_01_02.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_16_11_1_01_02.mp4,False
resized_cropped_18_11_1_01_02.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_18_11_1_01_02.mp4,False
resized_cropped_24_11_1_01_03.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_24_11_1_01_03.mp4,False
resized_cropped_25_11_1_01_02.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_25_11_1_01_02.mp4,False
resized_cropped_26_11_1_01_03.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_26_11_1_01_03.mp4,False
resized_cropped_27_11_1_01_02.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_27_11_1_01_02.mp4,False
resized_cropped_30_11_1_01_02.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_30_11_1_01_02.mp4,False
resized_cropped_08_12_01_01_03.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_08_12_01_01_03.mp4,False
resized_cropped_10_12_01_01_03.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_10_12_01_01_03.mp4,False
resized_cropped_11_12_01_01_03.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_11_12_01_01_03.mp4,False
resized_cropped_23_10_01_01_02.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_23_10_01_01_02.mp4,False
resized_cropped_28_10_01_01_02.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_28_10_01_01_02.mp4,False
resized_cropped_30_10_01_01_02.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_01\resized_cropped_30_10_01_01_02.mp4,False
resized_cropped_25_09_1_05_02.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_05\resized_cropped_25_09_1_05_02.mp4,False
resized_cropped_09_10_1_05_02.mp4,D:\KRSL_OnlineSchool\KRSL_OnlineSchool_final_dataset\video\elarna_video_sorted_2020_2021\grade_01\subject_05\resized_cropped_09_10_1_05_02.mp4,False
